F1_Delta,F2_Delta,F3_Delta,F4_Delta,F1_Theta,F2_Theta,F3_Theta,F4_Theta,F1_Alpha,F2_Alpha,F3_Alpha,F4_Alpha,F1_Beta,F2_Beta,F3_Beta,F4_Beta,Frontal_Alpha_Asymmetry,F1_Activity,F1_Mobility,F1_Complexity,F2_Activity,F2_Mobility,F2_Complexity,F3_Activity,F3_Mobility,F3_Complexity,F4_Activity,F4_Mobility,F4_Complexity,Subject,Stimulus,Genre,Song,Ensemble,Instruments,Theme,Spatial,Target_Instrument,Tempo,Key,Spectral_Centroid,Spectral_Bandwidth,Spectral_Contrast,Spectral_Rolloff,MFCC_1_Mean,MFCC_1_Std,MFCC_2_Mean,MFCC_2_Std,MFCC_3_Mean,MFCC_3_Std,MFCC_4_Mean,MFCC_4_Std,MFCC_5_Mean,MFCC_5_Std,MFCC_6_Mean,MFCC_6_Std,MFCC_7_Mean,MFCC_7_Std,MFCC_8_Mean,MFCC_8_Std,MFCC_9_Mean,MFCC_9_Std,MFCC_10_Mean,MFCC_10_Std,MFCC_11_Mean,MFCC_11_Std,MFCC_12_Mean,MFCC_12_Std,MFCC_13_Mean,MFCC_13_Std,Chroma_0,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Attention_Label
2.8085519708490487e-11,2.7795020761690602e-11,2.3696609230913743e-11,2.5871574336328426e-11,6.137767887462378e-12,6.302879577006309e-12,5.351481545429021e-12,5.355874772891073e-12,1.5150035326090623e-12,1.532462028476373e-12,1.1996694158083964e-12,1.3290777082397019e-12,5.092443598245591e-13,5.456708661975137e-13,4.947525728655369e-13,5.610560153414994e-13,-1.7458495867310694e-14,1.2408311721967594e-10,0.20210409010209288,3.328252099576255,1.2403053744134713e-10,0.20874828349877755,3.250213873708282,1.1276907155462931e-10,0.2394742231465708,3.09122001886675,1.1675224786121059e-10,0.24198075181191964,3.044634081913112,0004,classique_morceau2_duo_BoFl_theme2_stereo_Bo,classique,morceau2,duo,"['Bo', 'Fl']",theme2,stereo,Bo,[114.84375],D major,1459.4268673396746,2196.4825706514657,21.3094885029788,1973.3910330029016,-403.31238,55.754284,153.14041,43.82187,22.516449,27.056559,-11.279989,14.724102,-15.011295,10.994623,-13.1584015,13.137362,-8.089957,11.53191,1.6460967,10.901286,-4.374396,13.519521,-7.5981793,16.609259,-6.5493827,12.237944,-10.302609,10.690306,-10.390131,12.987791,0.24427263,0.31484404,0.37451255,0.17685537,0.16340132,0.12856968,0.27019328,0.23309594,0.16733998,0.37647137,0.24012496,0.41697708,High Attention
9.170203714622776e-12,8.550017096663295e-12,8.848008385625153e-12,7.44888569894846e-12,3.370455775477627e-12,3.030527984936701e-12,2.5630819089949388e-12,2.2539551479792655e-12,1.2795762055705575e-12,1.257051717457679e-12,1.021525025827507e-12,1.0841389411845666e-12,3.616561014458194e-13,3.739016658978922e-13,3.236640662523862e-13,4.0928534732004105e-13,2.2524488112878386e-14,6.806214393283543e-11,0.23754866266410005,2.8351084416057,6.470157818005239e-11,0.26371795841713824,2.6947828222298593,6.08690672011447e-11,0.2382682333751675,2.848643991235472,5.848440858839981e-11,0.32837506029347124,2.3405289208658604,0004,classique_morceau2_duo_FhFl_theme2_stereo_Fh,classique,morceau2,duo,"['Fh', 'Fl']",theme2,stereo,Fh,[166.70866935],A minor,1773.9209952732228,2449.519188242189,24.306870091887063,2351.5757223162477,-382.51746,60.502106,95.301476,36.165913,-30.076834,25.589481,-33.135246,17.849592,-26.527798,13.21358,-18.380291,13.279823,-12.287965,14.221293,8.662598,13.304768,1.8108623,14.75905,-1.2145202,19.070704,-4.72524,16.098597,-10.977543,10.749784,-11.097216,16.188597,0.1056851,0.082115576,0.17036231,0.079671726,0.11825587,0.07921071,0.12987421,0.13840285,0.10607051,0.39551935,0.16325745,0.43307713,Low Attention
1.7990798229191077e-11,1.820200498343384e-11,1.632150624009417e-11,1.7394513645256452e-11,4.775413838175751e-12,4.6659305144799315e-12,3.6221154309327757e-12,3.898964728500194e-12,1.6071719235300288e-12,1.4806530515556718e-12,1.2553388084075636e-12,1.223706344055637e-12,5.610245085037286e-13,5.757137659945748e-13,5.372048912388623e-13,6.23566640660183e-13,1.26518871974357e-13,1.1873946752906682e-10,0.19653821611540198,3.285410737972543,1.1924272266743172e-10,0.21761783436994053,3.182272068580056,1.0748360516156229e-10,0.21511465865047696,3.232265208981787,1.157701113827767e-10,0.2846261819199503,2.730235449696489,0004,classique_morceau2_duo_FhFl_theme2_stereo_Fl,classique,morceau2,duo,"['Fh', 'Fl']",theme2,stereo,Fl,[166.70866935],A minor,1773.9209952732228,2449.519188242189,24.306870091887063,2351.5757223162477,-382.51746,60.502106,95.301476,36.165913,-30.076834,25.589481,-33.135246,17.849592,-26.527798,13.21358,-18.380291,13.279823,-12.287965,14.221293,8.662598,13.304768,1.8108623,14.75905,-1.2145202,19.070704,-4.72524,16.098597,-10.977543,10.749784,-11.097216,16.188597,0.1056851,0.082115576,0.17036231,0.079671726,0.11825587,0.07921071,0.12987421,0.13840285,0.10607051,0.39551935,0.16325745,0.43307713,High Attention
1.1127961409643382e-11,1.0600849966359134e-11,9.244365743124192e-12,9.245762349592001e-12,3.2635392161838125e-12,3.009301843473628e-12,2.377803840895782e-12,2.4299986531560967e-12,1.1611632769828904e-12,1.2192819524903378e-12,9.13480292380448e-13,1.0636553645765607e-12,5.081908409510765e-13,4.809355680881711e-13,5.010906841616084e-13,5.539846424173652e-13,-5.811867550744744e-14,8.952457472016546e-11,0.23606348789905948,2.9975438045248985,8.862688656405201e-11,0.26539420719703727,2.8312399382288094,7.82233992426247e-11,0.2823792049399051,2.6867128034086227,8.341857836307546e-11,0.354163035990682,2.3105526289576823,0004,classique_morceau2_trio_BoFhFl_theme1_stereo_Bo,classique,morceau2,trio,"['Bo', 'Fh', 'Fl']",theme1,stereo,Bo,[107.66601562],E minor,1633.5744152780617,2422.4150691411483,23.994479605746143,2067.6456532579787,-339.77765,50.1687,160.19926,35.293354,6.8441463,29.095999,-14.238675,11.696554,-18.875443,8.8100815,-5.4721403,9.9944315,-8.319155,8.508577,9.901858,13.799061,-18.267845,11.4716835,-27.638487,8.122299,-29.483284,13.949031,-13.27377,14.71346,1.3142526,15.636692,0.105045065,0.16559656,0.36444137,0.16956224,0.55713403,0.10247208,0.2136938,0.124652825,0.15309238,0.20120902,0.10146539,0.17631972,High Attention
1.3324278965938176e-11,1.2962946376056646e-11,1.3021507619337465e-11,1.0974945971168887e-11,4.599389675103027e-12,4.396951161085222e-12,4.601524040645438e-12,3.926782846549946e-12,1.6508281313627531e-12,1.7606519824461142e-12,1.900788030314954e-12,1.9065608285921966e-12,6.55663754047912e-13,7.07048476353757e-13,1.2440475026697338e-12,1.1033555872176702e-12,-1.0982385108336107e-13,9.246641749467897e-11,0.3221290282511494,2.423070446154296,9.912494694357735e-11,0.34015906296465104,2.362291048727189,1.1466656434055293e-10,0.4577111813756686,1.7947024784914447,1.1833892110357417e-10,0.48995239466496654,1.746335674227468,0004,classique_morceau2_trio_BoFhFl_theme1_stereo_Fh,classique,morceau2,trio,"['Bo', 'Fh', 'Fl']",theme1,stereo,Fh,[107.66601562],E minor,1633.5744152780617,2422.4150691411483,23.994479605746143,2067.6456532579787,-339.77765,50.1687,160.19926,35.293354,6.8441463,29.095999,-14.238675,11.696554,-18.875443,8.8100815,-5.4721403,9.9944315,-8.319155,8.508577,9.901858,13.799061,-18.267845,11.4716835,-27.638487,8.122299,-29.483284,13.949031,-13.27377,14.71346,1.3142526,15.636692,0.105045065,0.16559656,0.36444137,0.16956224,0.55713403,0.10247208,0.2136938,0.124652825,0.15309238,0.20120902,0.10146539,0.17631972,High Attention
1.8697765826117278e-11,1.2995226069228071e-11,1.690492210216885e-11,1.124947372746249e-11,1.1354443973648969e-11,8.768814371483863e-12,7.2135110804040584e-12,7.195341637295592e-12,6.291378794912902e-12,5.121190566801758e-12,3.854322169459639e-12,5.085544695824404e-12,1.5435755676184323e-12,1.4780432539213102e-12,9.574607902646782e-13,1.922179798070251e-12,1.1701882281111439e-12,2.1634638112255366e-10,0.29222651442193565,2.3536302928388033,1.7522075582655407e-10,0.33618057141831353,2.1739500535322676,1.5827856729847642e-10,0.28008709879077964,2.594850525272585,1.782002555205588e-10,0.4030905469103921,1.9364486656431619,0004,classique_morceau2_trio_BoFhFl_theme2_stereo_Fl,classique,morceau2,trio,"['Bo', 'Fh', 'Fl']",theme2,stereo,Fl,[114.84375],D major,1424.578942864791,2150.230766741257,22.266361764576803,1794.5446612064798,-377.67743,55.342037,162.1466,40.386612,11.048488,27.202084,-12.653956,14.203233,-18.321314,10.428624,-15.501504,11.686174,-12.8765545,11.556523,1.9590205,11.733555,-6.8171864,12.7562275,-9.814255,15.473901,-9.261236,13.500217,-12.249393,10.3797,-9.622998,12.741843,0.18146075,0.22875527,0.31709266,0.12716001,0.14937387,0.09373194,0.21893975,0.19312248,0.13241327,0.41959554,0.19655193,0.42659906,Low Attention
2.4132141882797865e-11,2.495060784134198e-11,1.9937657640553033e-11,2.3534456373913715e-11,2.334397553520826e-12,2.729936440884248e-12,2.2194908696008548e-12,2.5887794124954698e-12,1.2335653888179244e-12,1.3277269298288131e-12,9.675743636702782e-13,1.0870471492930892e-12,4.0710775475731874e-13,4.374279356734529e-13,3.6915952269145497e-13,4.205458625139579e-13,-9.41615410108887e-14,1.0907412317168361e-10,0.1848555138499518,3.6269738274784937,1.0883321229033088e-10,0.19719194864588052,3.4959038022032924,1.0043402697502124e-10,0.19025675479026757,3.6192171426955406,1.0306539337714603e-10,0.22675939494590186,3.268923444869217,0004,pop_falldead_duo_BsDr_theme1_stereo_Bs,pop,falldead,duo,"['Bs', 'Dr']",theme1,stereo,Bs,[143.5546875],F major,2103.0067434181205,3244.9315258022643,16.228602481580822,4149.676240808823,-366.10233,112.058426,96.098694,35.45708,23.652441,38.820675,37.703953,25.630146,5.31541,11.563948,22.092466,11.549007,18.709328,7.5420666,15.449493,8.401797,10.043968,9.989533,5.948329,8.858125,4.812808,8.07116,3.9347653,6.9386635,6.86433,5.6129107,0.45859882,0.49489018,0.5085169,0.54553574,0.663539,0.7332326,0.6554225,0.4922486,0.49500296,0.5361032,0.4465846,0.39231405,High Attention
1.4884640283211224e-11,1.4345485858883741e-11,1.3246225664230704e-11,1.1757096611148895e-11,2.5477747262819717e-12,2.757843853413922e-12,2.0117714541996287e-12,2.3185306686056323e-12,8.724911766569144e-13,1.0949236965651839e-12,7.732240590709892e-13,1.0908648634273317e-12,3.8130807978272283e-13,3.814757809461468e-13,3.5864947350998735e-13,3.449857485348361e-13,-2.2243251990826948e-13,1.781159654891156e-10,0.1331389822773556,4.572373489180066,1.6924399188809066e-10,0.13706349020290987,4.489922347591558,1.6166075566586679e-10,0.13347212582075987,4.5849793174233096,1.408110554047562e-10,0.14628314572595816,4.331968916801674,0004,pop_falldead_duo_BsDr_theme1_stereo_Dr,pop,falldead,duo,"['Bs', 'Dr']",theme1,stereo,Dr,[143.5546875],F major,2103.0067434181205,3244.9315258022643,16.228602481580822,4149.676240808823,-366.10233,112.058426,96.098694,35.45708,23.652441,38.820675,37.703953,25.630146,5.31541,11.563948,22.092466,11.549007,18.709328,7.5420666,15.449493,8.401797,10.043968,9.989533,5.948329,8.858125,4.812808,8.07116,3.9347653,6.9386635,6.86433,5.6129107,0.45859882,0.49489018,0.5085169,0.54553574,0.663539,0.7332326,0.6554225,0.4922486,0.49500296,0.5361032,0.4465846,0.39231405,High Attention
2.7593038536998223e-11,2.7326492545431026e-11,2.5306392572592323e-11,2.6213762759333772e-11,4.105619336305221e-12,3.956426211089236e-12,3.495379434173087e-12,3.7372165996528375e-12,1.5704325657241675e-12,2.2102314070507595e-12,1.4673004672552013e-12,3.3394429246756756e-12,9.39210636019383e-13,1.1400695471096473e-12,1.8499794042399737e-12,2.179286631687136e-12,-6.397988413265919e-13,2.2035742825700607e-10,0.3166330425256546,2.569203426826434,2.0966626177134077e-10,0.32473901026917557,2.533882475690148,2.765360534920365e-10,0.47537282299726513,1.7565138764124038,2.5504725935246767e-10,0.45490534364455865,1.8857478494484385,0004,pop_falldead_duo_GtVx_theme1_stereo_Gt,pop,falldead,duo,"['Gt', 'Vx']",theme1,stereo,Gt,[71.77734375],C major,2974.8609054674876,3078.4987531998604,21.59781349856118,6033.654181985294,-271.39917,77.48669,114.38879,32.37286,-50.110806,28.229116,28.069212,20.517939,-18.84097,33.051567,2.892686,13.838621,-18.407352,11.376586,-9.16701,10.963169,-1.2964307,10.984311,-12.807298,12.547218,-9.599584,8.933284,-1.7612373,9.635805,-7.3770165,9.760742,0.33145162,0.21009631,0.33139548,0.2664356,0.46890727,0.31878263,0.31935945,0.50882035,0.2553253,0.26025113,0.23619442,0.26582128,High Attention
3.805381143132238e-11,3.200423678334751e-11,4.136828426763048e-11,2.998300029863485e-11,5.790944944609974e-12,5.739442018284132e-12,4.6206607896062885e-12,5.110801115723255e-12,1.3866623791685563e-12,1.509036306375533e-12,1.2172678824572464e-12,1.8120808257129115e-12,8.990235320451745e-13,9.989700165907568e-13,1.4822593257823648e-12,1.5445906602768448e-12,-1.223739272069767e-13,2.811477387325853e-10,0.226108205103915,3.4468559787108863,2.8186506593402093e-10,0.25964618891334884,3.078085294327303,2.9084959654535277e-10,0.31435152977775843,2.6055608650711406,3.2020686631727134e-10,0.37126290874376,2.255963880192988,0004,pop_falldead_duo_GtVx_theme1_stereo_Vx,pop,falldead,duo,"['Gt', 'Vx']",theme1,stereo,Vx,[71.77734375],C major,2974.8609054674876,3078.4987531998604,21.59781349856118,6033.654181985294,-271.39917,77.48669,114.38879,32.37286,-50.110806,28.229116,28.069212,20.517939,-18.84097,33.051567,2.892686,13.838621,-18.407352,11.376586,-9.16701,10.963169,-1.2964307,10.984311,-12.807298,12.547218,-9.599584,8.933284,-1.7612373,9.635805,-7.3770165,9.760742,0.33145162,0.21009631,0.33139548,0.2664356,0.46890727,0.31878263,0.31935945,0.50882035,0.2553253,0.26025113,0.23619442,0.26582128,High Attention
8.735473593808086e-12,9.444815060251064e-12,7.840607480676696e-12,9.879590160299292e-12,3.0668782965986783e-12,2.89638635297127e-12,2.4271151963611278e-12,2.4209233173359277e-12,9.555409180195043e-13,1.045712298067283e-12,9.121648664547279e-13,8.835096365508724e-13,3.562290831277945e-13,4.104014067018764e-13,3.6206521519053566e-13,4.926561818705977e-13,-9.01713800477786e-14,6.771797179232684e-11,0.22196311918389014,2.928960664730989,7.240310100034477e-11,0.23671576720036835,2.896881950978351,6.415086682456727e-11,0.2265126677340451,2.9423617831404187,7.402827563093993e-11,0.2882009731400402,2.62536040960269,0004,pop_falldead_trio_BsDrVx_theme1_stereo_Bs,pop,falldead,trio,"['Bs', 'Dr', 'Vx']",theme1,stereo,Bs,[143.5546875],C major,2896.054625908038,3166.700594620183,20.71420042993731,6094.352481617647,-269.97174,83.40075,114.34006,27.309492,-36.573593,27.411406,40.567013,21.928791,-10.431779,28.905127,13.89435,14.605651,-6.619584,11.755469,-0.5299714,12.783383,5.860127,9.34428,-4.3419223,11.576615,-1.2120689,9.449678,4.2454796,9.915309,0.46290237,10.101958,0.31247783,0.3365236,0.41520432,0.4231651,0.579746,0.5729687,0.53191906,0.50472534,0.4038484,0.3909266,0.31554025,0.28141746,High Attention
1.5831698620456593e-11,1.2997547688903618e-11,1.652627752790236e-11,1.1160039259330308e-11,3.801035843396622e-12,3.199666706775715e-12,3.557441359375639e-12,2.6242977048743923e-12,1.3579141644052793e-12,1.4537885156093468e-12,1.1205758643391308e-12,1.2611759688490854e-12,5.784344092334714e-13,5.34551847742633e-13,5.659551262353256e-13,4.849843620110925e-13,-9.587435120406757e-14,1.0708714218654862e-10,0.22950067647518615,3.088582616957922,9.373692474636108e-11,0.23219311598478212,2.9478417569083186,1.2133318988465093e-10,0.25954453302455416,2.9516264524275537,7.84632051361112e-11,0.24958200082751172,2.824740610136833,0004,pop_falldead_trio_GtDrVx_theme1_stereo_Gt,pop,falldead,trio,"['Gt', 'Dr', 'Vx']",theme1,stereo,Gt,[143.5546875],A minor,2170.778706353661,2255.1763910676746,19.695979379365777,4145.724264705882,-209.37744,82.73379,182.94121,41.105835,-68.351326,30.835089,41.952087,15.465324,18.525377,22.896782,4.824214,18.221712,-11.196055,7.953971,-9.770405,11.016634,-1.5027332,11.41069,-0.8849306,8.253683,-4.7512326,7.941808,-7.759455,9.488004,-4.07357,7.227668,0.4152317,0.309996,0.34599304,0.36944416,0.6829657,0.5101189,0.39723513,0.46547374,0.40445384,0.4784166,0.3254501,0.31070378,Low Attention
2.098652480815466e-11,2.1956790205310483e-11,1.458690966466285e-11,2.0287368928019262e-11,2.6886688340570007e-12,2.9337569226305137e-12,2.022743262132487e-12,2.382057134433522e-12,9.032081150272042e-13,9.673407498783732e-13,6.749574009665514e-13,8.249470859336293e-13,3.2304037382475075e-13,3.367362609030286e-13,2.791801703107765e-13,3.179128922891191e-13,-6.413263485116902e-14,1.7391768489594474e-10,0.13291632115268132,4.724748288427109,1.639489663439534e-10,0.13761499938685848,4.550286174114706,1.4308457447898367e-10,0.14080635776753175,4.626847327754822,1.410147671052331e-10,0.14512845981611616,4.454148354554477,0004,pop_falldead_trio_GtDrVx_theme1_stereo_Vx,pop,falldead,trio,"['Gt', 'Dr', 'Vx']",theme1,stereo,Vx,[143.5546875],A minor,2170.778706353661,2255.1763910676746,19.695979379365777,4145.724264705882,-209.37744,82.73379,182.94121,41.105835,-68.351326,30.835089,41.952087,15.465324,18.525377,22.896782,4.824214,18.221712,-11.196055,7.953971,-9.770405,11.016634,-1.5027332,11.41069,-0.8849306,8.253683,-4.7512326,7.941808,-7.759455,9.488004,-4.07357,7.227668,0.4152317,0.309996,0.34599304,0.36944416,0.6829657,0.5101189,0.39723513,0.46547374,0.40445384,0.4784166,0.3254501,0.31070378,High Attention
1.2354065022008314e-11,1.3107452897708177e-11,1.046001918370656e-11,1.0855710127402807e-11,2.724979385046521e-12,2.5127291382579247e-12,2.104116557271804e-12,1.928776659931288e-12,9.685234335739867e-13,8.948643342160005e-13,8.165929336627929e-13,7.240498377250931e-13,3.4283134700341483e-13,3.563308489927939e-13,2.976477109498701e-13,3.0969334061877355e-13,7.365909935798617e-14,6.512662722397137e-11,0.21916758414536242,2.9802804014125193,6.769829937203425e-11,0.2138023559257578,3.0886118859573677,5.51149932033714e-11,0.23179116716350195,2.905452589788867,5.81020749613636e-11,0.22180394038845871,3.0656445574603097,0004,pop_mixtape_duo_BsDr_theme1_stereo_Bs,pop,mixtape,duo,"['Bs', 'Dr']",theme1,stereo,Bs,[147.65625],C minor,3209.989365481211,3813.0505461415937,16.697156418421972,6988.698498223608,-299.94473,95.421295,106.15942,35.092457,-7.635683,18.867805,61.03878,14.09066,-5.1707015,12.3763275,7.679709,9.700552,11.315562,7.5869713,16.639982,7.694137,5.5113697,7.7304544,7.389733,7.9393206,8.967446,7.480982,8.136854,6.1695952,5.422481,5.2986045,0.5190501,0.57414013,0.5306409,0.58111113,0.5070491,0.5661455,0.56323546,0.5849966,0.56360394,0.5799622,0.5911644,0.47994497,High Attention
2.0685654987610192e-11,1.7624439393217936e-11,1.7472973105078772e-11,1.4843752009283925e-11,5.297338958605076e-12,5.000086824783511e-12,3.910258325813978e-12,3.924056059696491e-12,1.2548028915017798e-12,1.239970548101394e-12,1.0137072605851546e-12,1.1670608501714832e-12,3.9885794325335443e-13,3.954600989468244e-13,3.448858985709741e-13,3.714742694840076e-13,1.483234340038572e-14,1.2036330083757373e-10,0.17209107426882236,3.5781768250847206,1.0112372041776109e-10,0.18317162751371072,3.40851796433455,1.0717964000133459e-10,0.17625914374184212,3.63476308743313,8.670638382772052e-11,0.1956013395964787,3.3139075850094635,0004,pop_mixtape_duo_BsDr_theme2_stereo_Dr,pop,mixtape,duo,"['Bs', 'Dr']",theme2,stereo,Dr,[151.99908088],C major,2884.5364087245125,3569.61964625088,17.781745181048738,6166.159748247099,-336.84845,120.96531,101.96006,35.557564,-0.60950154,23.706514,52.560383,23.634077,-2.0242114,13.501235,9.830714,10.40715,12.275736,7.496709,17.096115,7.6646047,11.407294,15.593513,16.780548,23.386995,17.25069,20.972618,10.971578,9.159949,3.4406137,6.9563656,0.45053804,0.48592645,0.45093378,0.49734738,0.4323056,0.46098703,0.47258464,0.52496344,0.5185708,0.6327024,0.53548324,0.44938734,High Attention
2.508868004425569e-11,2.3435291618934107e-11,2.3363499630927402e-11,2.006990442942915e-11,4.211516859886635e-12,4.387488395885762e-12,3.704660651097494e-12,3.4903974092100683e-12,1.3342819372586056e-12,1.2806020151307845e-12,1.0424720975248756e-12,9.248198421468208e-13,3.698390276269096e-13,3.76971719526723e-13,3.2154124989547866e-13,3.867778498212491e-13,5.3679922127821095e-14,1.0593384824860465e-10,0.18213180222603326,3.4835654379531222,1.0064178229127949e-10,0.1875523758283634,3.475479808649631,9.958209755268903e-11,0.1813001241093302,3.6153536052718795,8.763651885474584e-11,0.2116823362117998,3.3065693830359657,0004,pop_mixtape_duo_GtVx_theme1_stereo_Gt,pop,mixtape,duo,"['Gt', 'Vx']",theme1,stereo,Gt,[151.99908088],A major,2135.06842735895,1784.1384304905623,19.627779965181155,3561.5218514356147,-164.34962,41.24732,203.77234,21.864786,-104.16941,16.164095,25.336433,8.3548975,14.382114,10.498255,4.9911575,9.634171,-10.107146,6.5318017,-7.4513454,5.5894175,-16.716915,5.1149,-5.3171268,5.537106,-8.441886,5.2744813,-12.740058,5.4831886,-6.4871426,5.4645343,0.25191107,0.40341452,0.4319001,0.34077018,0.6788638,0.2581051,0.32676867,0.25499746,0.3933692,0.5061971,0.23571801,0.4181899,High Attention
7.644270076864884e-12,6.973872226710218e-12,5.804677915476564e-12,5.741326602087123e-12,3.6116050709047514e-12,3.7267371189513854e-12,2.9111889316848484e-12,3.059392312239991e-12,9.972406666081833e-13,1.0165580090482475e-12,8.772690078142067e-13,9.834717401520677e-13,3.604836213596561e-13,3.9518435143160713e-13,3.2108280042956976e-13,5.217246722655887e-13,-1.9317342440064225e-14,5.999522246095177e-11,0.23918843867735376,2.8033599422204754,6.233132804345837e-11,0.2720938618155603,2.6802588610070486,4.7696930367463264e-11,0.2542101895455478,2.673446920082389,6.327306444919949e-11,0.3802397703461247,2.1295972759893815,0004,pop_mixtape_duo_GtVx_theme1_stereo_Vx,pop,mixtape,duo,"['Gt', 'Vx']",theme1,stereo,Vx,[151.99908088],A major,2134.974219535251,1787.6499935961529,19.61982461517534,3558.4242676914155,-164.2225,40.756195,203.79106,21.898853,-104.1689,16.154057,25.40873,8.248333,14.296044,10.444712,5.080345,9.659922,-10.185553,6.5254316,-7.377731,5.598332,-16.749865,5.118253,-5.237168,5.582892,-8.474928,5.2946777,-12.661713,5.4697556,-6.5219736,5.4654784,0.2508793,0.38595405,0.4410017,0.33897704,0.6818962,0.273035,0.32781127,0.25448737,0.38791525,0.511371,0.24815525,0.4149103,High Attention
1.9629724116997673e-11,1.7317848511836754e-11,1.552423884668854e-11,1.2866530215384012e-11,2.91717902830035e-12,3.0675253756002558e-12,2.013143199804748e-12,2.5599946412062657e-12,1.0469520714605072e-12,1.035815496838155e-12,8.214589958277175e-13,9.048491754704068e-13,3.597085080737754e-13,3.752439573729643e-13,3.2292988283593217e-13,3.498125774427438e-13,1.1136574622352199e-14,1.0282983783773743e-10,0.18136346421721442,3.569567135838821,9.613281257919544e-11,0.18473127511470458,3.420980079490424,8.520123677351245e-11,0.20078923968525123,3.2946568752804044,7.660758730953375e-11,0.20401819724138157,3.164196164965832,0004,pop_mixtape_trio_BsDrVx_theme2_stereo_Dr,pop,mixtape,trio,"['Bs', 'Dr', 'Vx']",theme2,stereo,Dr,[147.65625],B major,2304.7003678800834,3216.2044468888116,19.023546647736257,5146.852049836799,-271.40457,62.7121,128.18164,28.3878,-16.260786,21.712196,59.20261,14.4141035,16.644,19.008629,28.585264,10.036877,5.8951406,7.901013,2.1685522,11.485234,8.36231,7.025985,13.466842,7.082821,9.740909,6.582426,0.035588574,8.556685,0.59589946,6.684123,0.61817086,0.62211174,0.46733916,0.45254055,0.45595026,0.48995245,0.43798867,0.42618555,0.486487,0.52082056,0.4820811,0.5454104,High Attention
1.3231515070313612e-11,1.3022849037428991e-11,8.675988966105551e-12,1.1032351044130184e-11,2.5368030974421366e-12,2.4568626181032043e-12,2.0750238393649776e-12,2.192458583386379e-12,1.0303116460249985e-12,9.212492278396229e-13,8.71668679097185e-13,9.029038037102089e-13,3.8404915305737226e-13,3.6508132860255656e-13,3.332418791327009e-13,3.4286733981209624e-13,1.0906241818537565e-13,7.41736411957229e-11,0.21695366843238248,2.9753264644060406,7.489922371330211e-11,0.21677164476850433,3.060583041754629,5.145055847305751e-11,0.24616064865893778,2.687691632963362,6.610044467275122e-11,0.24399236508660724,2.8953074881310608,0004,pop_mixtape_trio_GtDrVx_theme1_stereo_Vx,pop,mixtape,trio,"['Gt', 'Dr', 'Vx']",theme1,stereo,Vx,[151.99908088],E major,2407.195481935389,2686.453486377931,17.46819429788694,4357.25114649797,-223.82693,49.001106,160.51988,17.077723,-60.799873,15.160227,31.40316,12.007346,11.361871,13.781012,19.447447,8.365769,-4.7315755,6.434534,0.24912328,6.815388,-4.2541184,5.91438,2.3550992,7.1134205,-0.2737297,5.7817564,-2.8654842,6.0073533,-2.3044212,5.410797,0.44004148,0.5455936,0.5631959,0.56944686,0.6061603,0.48223802,0.4524988,0.4970336,0.5388269,0.538642,0.45405838,0.45149937,High Attention
2.5173079679443446e-11,2.06649757799437e-11,2.4134256037800115e-11,1.8764483935690102e-11,4.221601490368414e-12,3.69805860292761e-12,3.576597357005596e-12,3.2116637354524277e-12,1.7140423076420577e-12,1.6366332127387233e-12,1.3981699924265523e-12,1.4352997396526685e-12,5.553105889296799e-13,4.764313023326151e-13,5.040643157292599e-13,6.225969937957226e-13,7.740909490333439e-14,1.8324986086823062e-10,0.17017354763417983,3.9791066504909924,1.5442836675438247e-10,0.1818164772719386,3.8092911116372763,1.791260970697102e-10,0.18271272364604518,3.9828956035165333,1.405771387479264e-10,0.23367008178563978,3.1552415372327585,0004,pop_mixtape_trio_GtDrVx_theme2_stereo_Dr,pop,mixtape,trio,"['Gt', 'Dr', 'Vx']",theme2,stereo,Dr,[147.65625],C# minor,2148.353069580586,2367.9028170586575,18.516755006779544,3847.6543610976782,-179.76685,43.914104,180.32967,24.859283,-64.95488,19.416868,29.414982,12.995933,12.820006,12.032447,21.89457,12.368291,-9.113788,7.524164,-4.420583,6.6946483,-6.4989734,6.2548814,-3.9545922,7.6922717,-5.0440984,6.164478,-6.7875204,7.4349294,-4.671732,6.563961,0.39921907,0.5913507,0.44024828,0.42446056,0.43736565,0.38693824,0.42873234,0.41667888,0.57181484,0.4582862,0.35946497,0.4105112,High Attention
