EEG Fp1_Delta,EEG Fp2_Delta,EEG F7_Delta,EEG F8_Delta,EEG Fp1_Theta,EEG Fp2_Theta,EEG F7_Theta,EEG F8_Theta,EEG Fp1_Alpha,EEG Fp2_Alpha,EEG F7_Alpha,EEG F8_Alpha,EEG Fp1_Beta,EEG Fp2_Beta,EEG F7_Beta,EEG F8_Beta,Frontal_Alpha_Asymmetry,EEG Fp1_Activity,EEG Fp1_Mobility,EEG Fp1_Complexity,EEG Fp2_Activity,EEG Fp2_Mobility,EEG Fp2_Complexity,EEG F7_Activity,EEG F7_Mobility,EEG F7_Complexity,EEG F8_Activity,EEG F8_Mobility,EEG F8_Complexity,Subject,Session,Attention_Label,Quality
2.073912084802884e-12,2.443052979559782e-11,2.969235986159483e-12,5.73892946380576e-12,8.669421284350755e-13,2.8864770293107636e-12,1.0847359701663444e-12,1.3274538790618451e-12,4.2819777766424385e-13,7.566877101260255e-13,5.865748005996621e-13,4.662062666852327e-13,1.3572246147386704e-13,4.897217812483925e-13,1.6124855848642616e-13,1.7944950234804423e-13,-3.284899324617817e-13,4.005122864233311e-11,0.08527585795582976,3.5767983051530434,2.2935725398632112e-10,0.056841442925387384,5.395355284596665,6.886986981569277e-11,0.07064345006010235,4.324188582194894,3.5628307637617056e-11,0.12656910836501947,2.6325718539207004,Subject10,1,Low Attention,Bad Quality
5.3774943060570765e-12,1.076104821029377e-11,7.664157515760583e-12,1.725236834027147e-12,1.078448407802149e-12,2.48530252567546e-12,1.9834120869759632e-12,3.3797245391034213e-13,5.6142414319125e-13,4.762074333715115e-13,3.2915509258832417e-13,4.037842658620496e-13,2.109014492422238e-13,2.3833881143108e-13,1.981202080948094e-13,8.001318785626464e-14,8.521670981973856e-14,6.126680281798153e-11,0.08059196965377356,3.7409067534390688,7.6206083832197e-11,0.09293335465104142,3.404665581377177,9.319816403186289e-11,0.06860281602335998,4.501149896866162,1.2670391408960267e-11,0.15357907523056555,2.254294134508224,Subject10,1,Low Attention,Bad Quality
1.2939253950574267e-11,9.819311067551066e-12,1.6000528924814108e-11,5.077501811866947e-12,2.693970392774478e-12,1.1219228676252957e-12,3.095639160730694e-12,1.6466667623850601e-12,5.647738440635042e-13,4.597830422603494e-13,6.728359058483869e-13,6.700658080121795e-13,8.331058690622448e-14,2.0930879363354947e-13,9.513275767129257e-14,1.285041857452588e-13,1.0499080180315478e-13,7.285132189234911e-11,0.07065181387692543,4.281813804155987,1.4586020288942389e-10,0.06841369758336749,4.86851209724843,8.784647728098855e-11,0.06777575514240403,4.309214225135255,3.173349376840695e-11,0.09373373278100684,3.3449432695496806,Subject10,1,Low Attention,Bad Quality
1.1674120224871783e-11,3.737184023647849e-11,9.820526891378524e-12,5.860718117776901e-12,2.760336711181258e-12,8.188028502267094e-12,2.0786853046102794e-12,1.7853138501129808e-12,6.158926382250359e-13,2.0902560681469982e-12,5.464589932709192e-13,5.523962975305499e-13,1.0989122383681533e-13,2.1274957493022444e-13,1.2174377286916326e-13,1.8143430502291184e-13,-1.4743634299219623e-12,5.37092464260225e-11,0.08274875398027262,3.404150643681355,1.6753177627932559e-10,0.0799237172152186,3.666259554810336,5.477627134117827e-11,0.0850359577898049,3.5120486857016195,3.328174098286476e-11,0.11339626214258941,2.650866642281546,Subject10,1,Low Attention,Bad Quality
6.409664370400462e-12,7.650053970023601e-12,6.969945514694772e-12,1.8826905486255015e-12,1.3789602731343185e-12,1.9119472117171605e-12,1.2260133852838711e-12,1.0953043729693202e-12,1.0449646196826563e-12,2.4590048069590166e-12,1.2503231613248705e-12,6.471570180716284e-13,9.365212260131318e-14,4.1875416702575326e-13,1.1826739124680177e-13,2.722150031188773e-13,-1.4140401872763603e-12,3.600971337370896e-11,0.10886965301693628,2.741147444480889,1.807424548300243e-10,0.06905826726532298,4.44175155086216,4.622331001751249e-11,0.09656676863547603,3.074625653822052,2.436128463965879e-11,0.13986023039657502,2.2589663382049183,Subject10,1,Low Attention,Bad Quality
3.0366129703301902e-12,1.9836974829850103e-11,6.238287763427676e-12,1.6226852924460026e-12,3.4366943097104716e-12,4.287521578494862e-12,3.1855161644796913e-12,8.122162725849779e-13,6.4011820505385e-13,4.352922589393743e-13,6.586252974472642e-13,2.28677052728835e-13,1.0420080987409982e-13,3.315241956129828e-13,9.899036697871019e-14,1.0988708820966137e-13,2.0482594611447566e-13,4.029796028466579e-11,0.09871135470066947,3.1712579238221714,1.6761467493935442e-10,0.06984021905135772,4.617663389357042,5.437189248743701e-11,0.09012728581794904,3.678743554399149,1.8300776789433595e-11,0.1292710069769994,2.5489506819322325,Subject10,1,Low Attention,Bad Quality
7.401582732353613e-12,1.8347114241560124e-11,1.211234007317e-11,4.990231058130852e-12,1.1636904660755687e-12,6.601075804531785e-13,1.565449394196174e-12,7.134245306057001e-13,2.9130133807487977e-13,1.7164794496096529e-13,5.069914160518464e-13,2.4757155607178556e-13,1.3272460533568698e-13,3.8448633554878844e-13,1.3915403150824466e-13,1.443006131276416e-13,1.1965339311391448e-13,3.044391298529561e-11,0.10514804236526414,3.1243632584165066,2.2636799824761513e-10,0.05748927886979696,5.851028672824138,4.763151955701825e-11,0.08809499249787585,3.5976306785997654,3.145975269282585e-11,0.10606777065470085,3.047051992163065,Subject10,1,Low Attention,Bad Quality
3.2596333397460682e-12,5.655319053989528e-12,5.141509139928593e-12,1.492969094512116e-12,2.546601633860005e-12,2.3722079926143326e-12,2.3099699211821867e-12,8.20875514124062e-13,3.9244701170754977e-13,1.3059982436231226e-12,2.703721669488168e-13,4.849553615978098e-13,1.8607482612925834e-13,2.591178798910172e-13,1.877483260354063e-13,1.3372046565509665e-13,-9.135512319155728e-13,5.4672950271199695e-11,0.08069040381116013,3.3950214180308116,8.302606978457389e-11,0.09890047704576775,3.1457282101921797,8.058653252565268e-11,0.07037864333619188,3.917963609345331,2.0819449082823705e-11,0.1315174030839139,2.518220346184753,Subject10,1,Low Attention,Bad Quality
9.519738237759946e-12,2.711166204139781e-11,1.206123027897465e-11,8.007304954977735e-12,2.81196425428743e-12,3.2648138998224376e-12,2.511989513280721e-12,1.3325681011849814e-12,5.661778904854983e-13,7.930179687434471e-13,6.789433123959825e-13,3.5198428116684586e-13,1.4021957617000842e-13,1.975870770182395e-13,2.0529117333148179e-13,1.3609931601002946e-13,-2.268400782579488e-13,5.961911388236281e-11,0.08191499545750759,3.455451076189684,2.4336953925432545e-10,0.05575422154322373,5.344161174388248,7.190995198153505e-11,0.07990967918350968,3.5739461355280953,4.52516240915619e-11,0.1019931449055539,3.0254678740140317,Subject10,1,Low Attention,Bad Quality
1.1096479210031409e-11,1.5704173448327947e-11,1.3728411258338903e-11,2.2772247013567613e-12,1.534540766074979e-12,4.304033257648971e-12,1.1644311947386848e-12,2.1314790253461593e-12,1.307775368288819e-12,2.1454606409402963e-13,1.4106664116762663e-12,5.892941398769682e-13,1.9494401048017254e-13,7.28331705369689e-13,1.8108825836478767e-13,4.0077534236690683e-13,1.0932293041947894e-12,9.871323889127338e-11,0.07419430941618442,4.010393062075133,3.82324129271059e-10,0.052474923504350096,5.906810582234706,1.5278289258690122e-10,0.06322755807229877,4.800946815117633,4.4141092115072603e-11,0.11914163147203008,2.5595367171400083,Subject10,1,Low Attention,Bad Quality
2.5991502044632388e-12,3.22245117609223e-11,4.570380818678512e-12,4.1357482007431065e-12,2.118924446202561e-12,3.3845273370488796e-12,2.933103520999974e-12,1.5850803822051248e-12,8.795163680622318e-13,1.7693698585144003e-12,9.579480932154964e-13,2.817878709793836e-13,5.722974453388443e-13,5.887243417121055e-13,6.086120090639741e-13,4.556919978867747e-13,-8.898534904521685e-13,7.654181238850258e-11,0.10987149123679442,2.5184248258623008,4.384031820443134e-10,0.05420637096196347,5.666730470853567,7.033363707681337e-11,0.11336202219386052,2.478237625164499,5.4936974477934054e-11,0.1151087705471541,2.6538355059191403,Subject10,1,Low Attention,Bad Quality
4.1784249240910706e-12,7.521685406528057e-11,4.534020247667632e-12,5.987050897791605e-12,1.9924801437092394e-12,5.962421055839314e-12,1.7485877967022489e-12,2.685440944746935e-12,7.413450216436577e-13,1.4227300429955668e-12,7.909027848960259e-13,7.207218085097898e-13,3.9373407409901554e-13,6.65928401612814e-13,4.218197250941391e-13,2.834050725309169e-13,-6.813850213519091e-13,4.6388573365788564e-11,0.1340925099824183,2.1280461336419947,4.819533449352987e-10,0.055451488475978986,5.128760050725215,4.910866954272994e-11,0.12884608485140137,2.246776009001221,5.234691258680166e-11,0.12317367540733658,2.3562968490087104,Subject10,1,Low Attention,Bad Quality
2.0120473773810327e-12,1.8193209337415197e-11,3.9561237817421336e-12,1.7466779169493326e-12,9.81689888599531e-13,3.10788599197124e-12,1.240608462422272e-12,1.0495610211246205e-12,5.23775111356647e-13,2.110725252252434e-12,4.823143235809264e-13,6.422898350711628e-13,1.5659419614044861e-13,5.369972418117703e-13,1.2330047100800618e-13,2.3260981359142983e-13,-1.5869501408957871e-12,2.8122291876928573e-11,0.11734391578669896,2.4957272630882725,1.9459716483746448e-10,0.07349789573402989,4.122853777934616,3.2793880637119725e-11,0.10560269592849685,2.757229380277712,1.9214839490580952e-11,0.14409448239114395,2.1673756109394877,Subject10,1,Low Attention,Bad Quality
2.89469455947761e-12,1.793965282740498e-11,2.415199268199628e-12,1.7002132976971368e-12,1.1454104272473571e-12,1.2958676026758288e-12,1.1162965381594645e-12,2.6343196164644063e-13,3.339349352800731e-13,1.2291959390983368e-12,3.0157300662957504e-13,3.3975106412465436e-13,1.1998153406466463e-13,3.6963365771855613e-13,1.2286636181645274e-13,1.3206244357237535e-13,-8.952610038182637e-13,2.8529536145494815e-11,0.09979762778417132,3.2393520447912474,2.515866835203505e-10,0.061411171761304235,4.970343682790044,3.09635130844673e-11,0.09884185312684961,3.2448433660768945,2.256045196665405e-11,0.12776806159230966,2.5493182679816537,Subject10,1,Low Attention,Bad Quality
7.355006296576956e-12,6.519142816402418e-11,9.278124200422052e-12,4.001270126416677e-12,2.353018122461126e-12,3.223745415030778e-12,2.01802381630505e-12,1.827487969108073e-12,1.64289800913058e-13,1.1352554698128285e-12,2.977459230255526e-13,3.831669113246391e-13,1.2242351057500448e-13,1.480369832743599e-13,1.2492013959933428e-13,1.9498994870276985e-13,-9.709656688997706e-13,5.0250834568913375e-11,0.09423726839982208,3.388552267780652,2.886707758783675e-10,0.05138174895068904,6.21302529210118,7.999793331892998e-11,0.07813925235663063,4.025811315218932,3.000740345896661e-11,0.11950572664749556,2.6091089564395125,Subject10,1,Low Attention,Bad Quality
6.417113339925139e-12,7.124946682817195e-12,8.642761470785858e-12,1.8692380138144674e-12,6.381655412435841e-13,2.086526789401272e-12,9.250805511543883e-13,1.2147982479187003e-12,3.685572812785427e-13,1.05945604691275e-12,3.1483190293011997e-13,6.781274878181181e-13,1.7247471767325062e-13,4.2676407830180407e-13,1.826173795776604e-13,1.8738416874530938e-13,-6.908987656342073e-13,4.2090838237934864e-11,0.0835664343376259,3.443898018110353,2.2962136262918666e-10,0.06046714167456336,4.9916469537957955,6.413493826996994e-11,0.07085670550616682,4.081614663370722,2.2416458295920202e-11,0.14311230120511426,2.208733559371937,Subject10,1,Low Attention,Bad Quality
2.616234937534409e-12,4.0295685123291325e-11,3.396660043182574e-12,7.360762145029331e-13,2.395673293389119e-12,2.876983270361986e-12,2.8735719014738785e-12,1.676254787251443e-12,8.333516693708952e-13,3.159577835877953e-13,7.422843755082699e-13,3.9809691954638114e-13,1.2106579606881314e-13,2.730151378422895e-13,1.5533496138898124e-13,1.4710451390297797e-13,5.173938857830999e-13,3.648635525158501e-11,0.0941970795560611,3.113738527074967,1.869395339679009e-10,0.06606908823415486,4.52045942343681,4.444932953211693e-11,0.09542293777548749,3.079523530223597,2.604894996268016e-11,0.11371472198316548,2.646031979978087,Subject10,1,Low Attention,Bad Quality
7.629811238789607e-12,2.6633204628126685e-11,7.483867952916907e-12,4.968364180195277e-12,1.240546623556792e-12,3.6108304858450977e-12,1.5844035936633761e-12,7.461018852697804e-13,6.062079866827398e-13,1.8227631533967655e-12,7.540127923140017e-13,8.191578440408726e-13,1.02771115755358e-13,2.5985132681152807e-13,1.1820308217220016e-13,2.085030865381333e-13,-1.2165551667140256e-12,8.024692295843869e-11,0.06191072673731499,4.91531287135155,1.668924952876812e-10,0.06788236439368782,4.016605451430842,8.758039672864848e-11,0.06392024677030769,4.875707998866249,3.428579518619295e-11,0.09950917507636985,2.9323398476499025,Subject10,1,Low Attention,Bad Quality
5.4425816799543524e-12,2.594898512178593e-11,7.053478242240258e-12,2.843436903775099e-12,1.0285121763506e-12,2.9003325876679313e-12,9.648280559429796e-13,1.5450110185795702e-12,3.4616882464759633e-13,8.419724317470738e-13,3.64251174339213e-13,5.635617377485275e-13,1.9397037925113287e-13,3.773555528781599e-13,2.4467654177471824e-13,1.7432463397767733e-13,-4.958036070994776e-13,4.4544903004896207e-11,0.09686736808147535,3.231394283383459,1.6184388778815398e-10,0.07051360472955827,4.383282827789799,5.772685220225739e-11,0.09232460786448218,3.3450259121522676,2.7264854322480028e-11,0.11737149694391692,2.705119718826149,Subject10,1,Low Attention,Bad Quality
8.146316569076664e-12,2.5146983457096447e-11,7.67416415885557e-12,8.271608847842634e-12,3.3388462201358447e-12,7.357050985531957e-12,2.015904851127062e-12,5.728293896282553e-12,4.4182156163473906e-13,1.3022575552458554e-12,5.176395649094311e-13,1.1251949364758716e-12,4.2997463687453527e-13,5.055498894798422e-13,4.1239327245894164e-13,2.9850044314241074e-13,-8.604359936111163e-13,2.307475117981609e-10,0.05482738237173392,4.892943164268536,1.1748043725308827e-10,0.09985941007907254,3.007451602276544,3.102325155659124e-10,0.04626083696132114,6.022989911063394,6.957963976092634e-11,0.1173528065106309,2.605372637840101,Subject10,1,Low Attention,Bad Quality
6.919006241586751e-12,2.02943755160388e-11,7.917311422528845e-12,1.3941142312472767e-12,2.853585032529188e-12,1.0391078608317138e-12,2.4452194001008676e-12,1.1396072366266797e-12,5.93902206960121e-13,9.525362048890154e-13,5.370787500365897e-13,4.934056688631754e-13,2.308458503279582e-13,6.04253369492446e-13,2.0934432674590064e-13,3.0537302376998785e-13,-3.586339979288944e-13,6.168054177091175e-11,0.1071290642703526,3.0455341555394884,1.6511410313544096e-10,0.0855538394084757,3.6340368285710096,6.371617630709364e-11,0.09990251692460776,3.249275798814661,4.162990367868391e-11,0.1273869563035139,2.5164685651173153,Subject10,1,Low Attention,Bad Quality
7.1882357879782005e-12,3.590449631845839e-11,9.750667573173167e-12,9.74570264322664e-12,1.4001396750182621e-12,1.583045591749797e-12,1.4165497289383486e-12,7.887901029913726e-13,9.831925904675059e-13,5.17174050119163e-13,9.518659178231812e-13,3.0528041108311537e-13,1.3335242080718063e-13,2.784668525066636e-13,1.6224234904898783e-13,2.468236182413298e-13,4.660185403483429e-13,6.458164596346978e-11,0.08194660905354173,3.6264013289416597,1.8083950219025845e-10,0.06691084097705853,4.812800195823253,7.501237034015534e-11,0.08257508696557539,3.559233023361506,4.5904032125092494e-11,0.10097337635218313,3.1776265428683197,Subject10,1,Low Attention,Bad Quality
4.282102165638298e-12,1.2577331641220687e-11,3.870851345572707e-12,4.466253099319537e-12,6.236487878564059e-13,1.6402864946940932e-12,1.0677930974688645e-12,2.587779968329728e-13,3.0206789108020353e-13,9.063423090592359e-13,2.7363849295272373e-13,5.462561662091799e-13,9.298874540052148e-14,2.5994712733781686e-13,9.467725513235402e-14,1.6317000695534038e-13,-6.042744179790324e-13,2.5698461833794803e-11,0.11308352392069157,2.9542804125273343,9.410279219835717e-11,0.0885272314724325,3.79929601329755,3.092253261764395e-11,0.107282817179156,3.0098518590861074,3.1183212139729173e-11,0.12025604130560956,2.6730666262619645,Subject10,1,Low Attention,Bad Quality
2.775752756744723e-12,5.777144884421282e-12,3.8233942709535875e-12,1.0066246598192551e-12,4.4869422484184124e-12,4.384036854736751e-12,4.466824406031829e-12,7.911781974199196e-13,4.992256677252277e-13,1.7923470485754262e-12,5.600455209380149e-13,4.1807723944832356e-13,1.3895845757657918e-13,3.8894120655782756e-13,1.378043008881407e-13,1.3219553534826733e-13,-1.2931213808501986e-12,5.519917632982703e-11,0.08639205354370182,3.159461096989861,1.397508257535558e-10,0.07971506079338433,3.790662442167554,5.1978758451364897e-11,0.09003261242878505,3.2368312908468715,2.8778675269522302e-11,0.10971856177619843,2.7202175915401425,Subject10,1,Low Attention,Bad Quality
1.2597621589325573e-11,3.3078163729260616e-11,1.2240213414809507e-11,3.4059157860404714e-12,1.8035454176929948e-12,6.770079844682136e-12,1.7042596575292456e-12,1.2191961262576066e-12,4.84067654564305e-13,2.0741413787003556e-12,7.657901977933339e-13,9.2036648199388e-13,1.0475686507923723e-13,3.418796147315317e-13,1.1579052370380544e-13,2.4433555274856815e-13,-1.5900737241360507e-12,7.683548759689247e-11,0.06144336473960769,4.935053288579077,3.033608311869212e-10,0.047888147326998996,5.900261049563862,8.211653854188479e-11,0.06281339878526464,4.803828917583128,5.1837694752888955e-11,0.0881318067170382,3.5728474852642265,Subject10,1,Low Attention,Bad Quality
5.809128474994074e-12,2.3720073984264327e-11,4.3085104548853275e-12,3.9295538665822625e-12,1.2130758360520314e-12,4.509644223355237e-12,1.1603835240842264e-12,3.2700173026745293e-12,5.156889583134733e-13,7.141798089929165e-13,6.475986097237138e-13,6.797120783584257e-13,3.292504587460719e-13,8.43892434413206e-13,2.786816667061321e-13,3.843358415430817e-13,-1.9849085067944313e-13,1.236582806114305e-10,0.07819196193410588,3.6394999408965387,1.7034562462536694e-10,0.0857952215418154,3.2751037313915483,1.176369013285723e-10,0.07207404905353927,3.975753581169885,4.964955624451118e-11,0.11504243634468349,2.4679171226796015,Subject10,1,Low Attention,Bad Quality
3.699454450285745e-12,1.0502127504847065e-11,4.267958829010269e-12,1.1768967774320541e-12,2.5895153536827702e-12,2.552387384817611e-12,2.1816751502421217e-12,1.821932017375043e-12,2.748513780150436e-13,6.775229799626792e-13,2.759773008270356e-13,2.2557152316496725e-13,2.925255408456153e-13,3.4561814578387737e-13,2.8422758467652633e-13,2.527527332068952e-13,-4.026716019476356e-13,4.055313128853145e-11,0.12126201140424052,2.397326312239015,2.3070580495455648e-10,0.06291175061718446,4.667998668514975,4.932487158425314e-11,0.10582820747740054,2.8284664595750435,2.4223813370914607e-11,0.1417365980402834,2.2355513053239475,Subject10,1,Low Attention,Bad Quality
9.561468131443427e-12,2.033711238174088e-11,1.3413911265610832e-11,3.3311567596551448e-12,2.9615918904046055e-12,2.880079416252774e-12,2.7358869728469024e-12,4.158239556007903e-12,5.328238191496111e-13,7.597642978296064e-13,4.814223007834557e-13,1.1117899294441335e-12,3.6839075929942863e-13,6.992295713131544e-13,2.010909152687255e-13,3.177459738396486e-13,-2.269404786799953e-13,5.703344862195067e-11,0.0928238502326105,3.092544022500641,1.7949913920769414e-10,0.07761116842673783,3.5614338266873493,7.062183976510528e-11,0.07801823343777291,3.83268742552266,4.968363217382871e-11,0.10436461739433535,2.661406605168122,Subject10,1,Low Attention,Bad Quality
2.079773953489433e-12,1.2361423486307774e-11,3.341328043217573e-12,3.195984259328531e-12,8.491764942944573e-13,2.1164522506008942e-12,1.1067644757389138e-12,1.0391830405540205e-12,6.497274426057425e-13,5.136980479547472e-13,8.744032832845357e-13,3.5868395042831896e-13,1.6347682888796543e-13,2.6758745332132364e-13,1.771023922331605e-13,1.6772856217853164e-13,1.360293946509953e-13,2.712098162435003e-11,0.1233641655129305,2.422982543736853,8.432654522860829e-11,0.09153271592471236,3.3228775914682194,3.138926599696871e-11,0.1157112751356949,2.673276979591418,4.074390296358133e-11,0.09880871468328133,3.083810658676742,Subject10,1,Low Attention,Bad Quality
9.311478926655657e-12,2.2551371147262714e-11,6.043295761045802e-12,5.796707212582144e-12,1.3831533527438622e-12,1.445133438402821e-12,1.2984478448337194e-12,8.843647638018388e-13,1.2121832057308557e-13,8.32419919299203e-13,2.4865759703502194e-13,5.285269687473224e-13,1.3627202239783117e-13,5.313037389149222e-13,1.1469652477309967e-13,2.1799949895700716e-13,-7.112015987261175e-13,4.5881478481498805e-11,0.08435974169696976,3.55069933755913,1.637908158890835e-10,0.07024751044989287,4.17095569754678,4.19615073131744e-11,0.08491438837021048,3.6064416064016167,3.328745884353159e-11,0.11118714318992418,2.706722410103774,Subject10,1,Low Attention,Bad Quality
9.396650999660268e-12,1.2628599799040421e-11,9.776134675033988e-12,3.1413976037708266e-12,9.044999627139442e-13,4.033178332444128e-12,6.159131400062167e-13,1.693304997422011e-12,8.915480274810051e-13,6.220428878660734e-13,1.163701501148615e-12,2.0500198316670182e-13,8.585733683636612e-14,3.7865995557653407e-13,1.0592145908807415e-13,3.4584958277574246e-13,2.6950513961493174e-13,4.155235158670657e-11,0.0887301864668238,3.352001852231669,1.2534581811564684e-10,0.07366381486805351,4.184027504601676,4.625193600409019e-11,0.08840941851426586,3.4144876237655875,3.6479197392905545e-11,0.109872127283706,2.7504003665961556,Subject10,1,Low Attention,Bad Quality
3.24196457069414e-11,2.4050760416082837e-11,2.398786857563303e-11,2.4411639485962534e-11,1.8254794158986146e-12,1.4521376013742896e-12,9.851822614806895e-13,1.250120197816349e-12,4.2915925688290105e-13,4.00069004692461e-13,4.587314578856509e-13,4.635659288351188e-13,1.008299983808374e-13,3.713071006617416e-13,9.368718186021326e-14,1.683748632198617e-13,2.909025219044007e-14,1.2694056518052404e-10,0.058165700423500735,4.6324765681169175,1.5107574872229844e-10,0.07776418052394901,3.836079145055744,1.0642050235425007e-10,0.05817017068499886,4.887405478197293,9.7959484465555e-11,0.07588651336388778,3.950403743466535,Subject10,1,Low Attention,Bad Quality
4.188902863501942e-12,2.7592648520668053e-11,1.812890293300258e-12,3.5832264703094185e-12,2.584396069496215e-12,4.271671357371729e-12,2.3000369147996382e-12,2.5927471006825155e-12,2.386460487901215e-12,1.2526597745566517e-12,2.3704880857854655e-12,8.237882106304971e-13,3.1449735302941077e-13,5.986678083712082e-13,2.7246710767282456e-13,3.639985253776639e-13,1.1338007133445634e-12,4.797916001671625e-11,0.13732976390992452,1.9466865965665838,2.0493192370659672e-10,0.07585992792665049,4.020397481575535,4.0534345597570276e-11,0.1413960960324358,1.9947614684517236,4.5512135616399604e-11,0.12037614602619963,2.517430663363349,Subject10,1,Low Attention,Bad Quality
5.848813535600853e-12,3.5021901795340845e-11,1.0181934312499034e-11,2.0830102015253163e-12,1.2166151035780337e-12,1.7080504677399931e-12,1.4163133254515802e-12,1.4952388792860987e-12,1.1140309390412618e-12,6.450667829335794e-13,7.129152702733329e-13,1.02839539996239e-12,2.2045414350135582e-13,3.477292216160888e-13,2.180693684813297e-13,3.2953220283650003e-13,4.689641561076825e-13,6.132911370997591e-11,0.09698685926648004,2.906757324174899,3.0938713642375615e-10,0.07136752054575558,4.885825618098929,7.22936635594354e-11,0.08593437998830349,3.2684472807605083,3.9008117060311155e-11,0.1598808623179857,2.107386406035487,Subject10,1,Low Attention,Bad Quality
5.01648631630809e-12,7.990758334305054e-12,6.212509773944509e-12,2.7727775088026053e-12,1.238708535408121e-12,2.195537264794198e-12,1.0555957111573009e-12,1.117097673337036e-12,7.320808803720888e-13,1.6418905053984984e-12,7.937536865145043e-13,7.225212230422168e-13,3.127889696753026e-13,4.0229924108701196e-13,2.4514026578390345e-13,2.935493712931997e-13,-9.098096250264095e-13,4.495889925260253e-11,0.11021304859699753,2.6380279989333006,7.556467827088988e-11,0.10600050003448518,2.896406681715489,5.2492877794391055e-11,0.09681620573263965,3.0034911103643185,3.350875088346975e-11,0.11634368714777125,2.666557577611373,Subject10,1,Low Attention,Bad Quality
2.895489677668009e-12,3.0471020817368507e-12,3.5098871389083688e-12,4.24050320268417e-12,2.8308590249241667e-13,1.5505475853980342e-12,3.6935597729771296e-13,9.983463510869577e-13,4.2823008472064617e-13,1.236880247434034e-12,3.8270184843623043e-13,2.5979540377236323e-13,1.4256366628349458e-13,3.5079036449303254e-13,1.290639414788827e-13,1.6428021594339028e-13,-8.086501627133878e-13,3.301217159769488e-11,0.08498861007971227,3.5562611804815303,5.7353001807816794e-11,0.11343678809973909,2.9138311541949133,4.2455986593734266e-11,0.08033705897731172,3.9983968468363233,3.512431580460027e-11,0.09777474492462034,3.1868040637481103,Subject10,1,Low Attention,Bad Quality
1.0221085688516264e-11,1.6527596871004207e-11,1.3498449764806921e-11,4.226752435289924e-12,2.527273305213156e-12,6.81201158257351e-12,1.522595708586154e-12,2.4069326810638434e-12,4.3624785918854313e-13,2.101622633989657e-12,4.73254411609619e-13,6.001527530601864e-13,1.6813643679562816e-13,2.9905430435434395e-13,1.7585798684044081e-13,2.1896929632758637e-13,-1.665374774801114e-12,5.896788139834069e-11,0.07662298780474788,3.5239237511727253,1.4943467517955533e-10,0.07286849329607616,3.5072744284470954,6.856173004517086e-11,0.07073118353155318,4.1071675703820665,4.2458042839726766e-11,0.09444591909555328,3.1181140812109427,Subject10,1,Low Attention,Bad Quality
7.425741240407499e-12,2.40081995472128e-11,5.686099899810656e-12,7.043576607820042e-12,2.0266268400087697e-12,4.453901554696839e-12,1.506892891627197e-12,1.3560959241575488e-12,9.665531300068543e-13,1.7690826972581127e-12,8.011939599819879e-13,1.0634448627249185e-12,2.043046626818962e-13,4.0260227916787843e-13,2.522199065988767e-13,1.23334587326726e-13,-8.025295672512584e-13,1.0488608101519694e-10,0.06604538059871033,4.140061378958074,2.800665471628846e-10,0.055739695093065825,4.887965869870924,9.00178127999622e-11,0.07285304196328284,4.059770908692027,6.441888829746366e-11,0.0820387606667094,3.375343802935611,Subject10,1,Low Attention,Bad Quality
2.4816741898450464e-12,3.828355158443947e-11,4.652985146028465e-12,3.5682966018661066e-12,1.598885566886293e-12,1.2314631689535497e-12,1.8673368664836116e-12,1.9880240994190544e-12,8.689469284351036e-13,1.3495609702124108e-12,8.534502997372746e-13,1.2108856327515873e-12,2.9848576122143166e-13,7.974588607649603e-13,2.2945934458000995e-13,4.735571678349399e-13,-4.806140417773072e-13,3.23032427522685e-11,0.13785287434800958,2.1335645819069198,3.5885737324427785e-10,0.061289669079648335,4.5733816685157365,3.6389438814372944e-11,0.11942248773076435,2.4769122925326843,3.38567348482217e-11,0.14407343161665545,1.968828409867599,Subject10,1,Low Attention,Bad Quality
3.624495873399424e-12,1.0969847654760713e-11,4.398689830231772e-12,1.1181742744392874e-12,1.4964636860186241e-12,2.4740361237786315e-12,1.2510780954405173e-12,1.0280774225017634e-12,6.510708147118218e-13,1.7160206247276723e-12,5.009747288840708e-13,4.861956234879245e-13,3.705729203894378e-13,5.377894215419174e-13,4.2229476635239275e-13,3.738273571065687e-13,-1.0649498100158505e-12,3.96823086770467e-11,0.12008395114693829,2.4546744376803367,1.323030656920186e-10,0.09553636645398586,3.1152314130733747,5.094364602821649e-11,0.10583862599818468,2.846335226270458,2.1658097763253803e-11,0.17435573103100485,1.783385102597176,Subject10,1,Low Attention,Bad Quality
4.035566575000124e-12,2.722803351109113e-11,6.520459800374029e-12,2.3812689184976174e-12,1.2102499141247814e-12,1.1510943068656384e-12,1.5808685979882627e-12,8.104866785259539e-13,2.2468432633786284e-13,3.934179036552737e-13,2.6605965128397225e-13,1.2983133860613473e-13,8.505529676786386e-14,2.682957109353889e-13,1.08431701481289e-13,1.595171251194908e-13,-1.6873357731741088e-13,5.907371714470333e-11,0.07520945077372732,4.077929830819346,1.368849500646319e-10,0.07343946356644898,4.216724746633431,6.444900602287647e-11,0.07670530776212306,3.970211089431765,3.185910135885664e-11,0.09998557114408392,3.0807798228519414,Subject10,1,Low Attention,Bad Quality
